paper_id,evidence_type,raw_evidence,use_in_embedding_map,use_as_graph_node
P1632,mechanism statement,"Ca doping changes Mn3+/Mn4+ ratio and carrier concentration, switching p-type to n-type behavior while dopant scattering controls mobility",True,False
P1633,material formulation,cubic metallic Li7MnN4,True,False
P1633,mechanism statement,"Mn-d states at the Fermi level dominate metallic transport, while Mn-N covalent and Mn-Li polar covalent bonding shape charge density and thermoelectric response",True,False
P1634,material formulation,Nd-doped Li-Ti ferrites Li0.4Ti0.1Fe2.5-xNdxO4 and FeNdO3 secondary phase,True,False
P1634,mechanism statement,"Nd3+ substitution for Fe3+ expands the spinel lattice, changes magnetic ordering, and preserves n-type Seebeck behavior",True,False
P1635,material formulation,nitrogen-based perovskite SrReN3,True,False
P1635,mechanism statement,"Re-N covalent bonding, Sr-N ionic character, high Fermi-level DOS, and semiconducting/metal-like electronic features produce high-temperature transport and optical response",True,False
P1636,material formulation,Ba11W4O23 and Ta-substituted Ba11W4-xTaxO23-0.5x,True,False
P1636,mechanism statement,"ordered A-site vacancies and disordered oxygen sublattice provide oxide-ion conduction, with additional proton conduction below 800 C",True,False
P1637,material formulation,"Ca3Co4O9+delta (CCO), Ce0.9Gd0.1O1.95 (CGO), CCO-CGO composite cathodes",True,False
P1637,mechanism statement,CCO-CGO composition and thickness tune oxygen reduction; most of the cathode is active and high-frequency diffusion is the limiting ORR step,True,False
P1638,material formulation,"quasi-one-dimensional AMn6Bi5 antiferromagnets with A = Na, Rb, Cs",True,False
P1638,mechanism statement,"alkali-ion size changes spin-charge-lattice-one-dimensional coupling, producing different thermopower signs, defect scattering, and Nernst response",True,False
P1639,material formulation,electrospun poly(vinyl alcohol) membranes soaked in deep eutectic solvents,True,False
P1639,mechanism statement,DES uptake into thin PVA nonwoven membranes greatly increases ionic/electrical conductivity for polymer electrolyte use,True,False
P1640,material formulation,polycrystalline (Sr1-xEux)3Ti2O7 Ruddlesden-Popper oxides,True,False
P1640,mechanism statement,Eu doping changes resistivity and Seebeck behavior; mixed conduction at high Eu content and phonon-dominated heat transport control ZT,True,False
P1641,material formulation,"PAD polycation-regulated hydrogel electrolyte, aqueous zinc-ion battery, metallic Zn anode/sensing electrode, graphene pressure sensor",True,False
P1641,mechanism statement,polycation electrostatic repulsion promotes Zn2+ migration/uniform deposition and cation-anion diffusion asymmetry amplifies ionic thermodiffusion for self-powered sensing,True,False
P1642,material formulation,cement composites with expanded graphite,True,False
P1642,mechanism statement,percolation threshold is identified when composite reactance changes from capacitive to inductive; ionic cement-matrix conductivity dominates below threshold,True,False
P1643,material formulation,"perovskite hydrides LiBeH3, LiMgH3, LiCaH3, LiSrH3, LiBaH3",True,False
P1643,mechanism statement,"metal-cation/hydrogen ionic bonding, tunable band gaps, and decreasing HOMO-LUMO gap from Be to Ba govern hydrogen storage, desorption, and transport",True,False
P1644,material formulation,doped manganite compounds modeled with ionic radii and crystal lattice parameters,True,False
P1644,mechanism statement,machine-learning descriptors capture dopant and lattice effects on maximum magnetic entropy change for magnetocaloric behavior,True,False
P1645,material formulation,functional perovskite oxide interfaces and multilayer oxide heterostructures,True,False
P1645,mechanism statement,"epitaxial oxide interfaces combine layer functionalities and generate emergent superconducting, magnetic, ionic, thermoelectric, and catalytic phenomena",True,False
P1646,material formulation,halide double perovskites Cs2ScHgCl6 and Rb2ScHgCl6,True,False
P1646,mechanism statement,"ionic bonding, direct spin-dependent band gaps, UV optical conductivity, and high low-temperature ZT drive TE/solar potential",True,False
P1647,material formulation,"n-type CuInS2 thin films on ITO from CuSO4, InCl3, citric acid, thiourea, triethanolamine, alkaline bath",True,False
P1647,mechanism statement,ionic reactions in alkaline chemical bath form dense nanorod CIS films; ammonia etching changes conductivity from n-type to p-type,True,False
P1648,material formulation,Te-based ABTe3 compounds including AlSiTe3 and AgITe3 with Si2Te6 and Te6 molecular units,True,False
P1648,mechanism statement,"organic-like molecular entities and mixed ionic/covalent/metavalent bonding cause anharmonic rattling, amorphous-limit kappaL, and high power factors",True,False
P1649,material formulation,spinel ferrites ZnxCo1-xFeAlO4,True,False
P1649,mechanism statement,"small-polaron electronic conduction, CCNR switching, Maxwell-Wagner interfacial polarization, and non-Debye relaxation explain electrical/dielectric behavior",True,False
P1650,material formulation,unsorted single-walled carbon nanotube films in ionic-liquid electrolyte,True,False
P1650,mechanism statement,"electrochemical potential tuning shifts Fermi level/DOS and m-s junction barriers, improving light harvesting, Seebeck coefficient, and photothermoelectric effect",True,False
P1651,material formulation,"Zintl-phase compounds Zr3Ni3Sb4, Hf3Ni3Sb4, Zr3Pt3Sb4 and half-Heusler ZrNiSn",True,False
P1651,mechanism statement,Ni/Pt-d and Zr-d hybridization in covalent Zintl networks creates gap formation analogous to half-Heusler electronic structure,True,False
P1652,material formulation,chalcogenide glasses (AgI)0.1(As2S3)0.9 and (AgBr)0.5(As2S3)0.5 with AgI/AgBr modifiers,True,False
P1652,mechanism statement,"silver halides act as unconventional network modifiers, increasing chemical disorder and reshaping short/intermediate-range glass structure for ionic/TE behavior",True,False
P1653,material formulation,"stoichiometric, TiO2-rich, and SrO-rich SrTiO3 grain boundaries",True,False
P1653,mechanism statement,grain-boundary excess volume and non-stoichiometry govern lattice thermal conduction; SrO-rich boundaries lower kappa via weaker Sr-O bonds,True,False
P1654,material formulation,Ho-doped In2O3 solid solutions made by solid-state reaction and SPS,True,False
P1654,mechanism statement,"Ho3+ substitution modulates oxygen vacancies, lattice distortion, 5d/6s orbital hybridization, carrier density, and point-defect phonon scattering",True,False
P1655,material formulation,spinel ferrites Cu1-xMgxFe2O4,True,False
P1655,mechanism statement,"Mg substitution changes Cu2+/Cu1+ concentration and Fe2+/Fe3+ hopping frequency, reducing dielectric/electrical response with Mg content",True,False
P1656,material formulation,metallic full-Heusler Ac2MgGa,True,False
P1656,mechanism statement,"metallic DOS, mixed ionic/covalent bonding, low Debye temperature, softness, and thermal stability support contact-electrode and optoelectronic use",True,False
P1657,material formulation,p-type Mg2(1-x)Li2xSi0.3Sn0.7 solid solutions with Li and Ga/Na/K dopants compared,True,False
P1657,mechanism statement,Li on Mg sites efficiently increases hole concentration while low DOS effective mass preserves mobility; shifted bipolar onset and Umklapp scattering improve ZT,True,False
P1658,material formulation,"Ca3-xSrxAl1-yZnySb3 Zintl phases including Ca3AlSb3, Ca1.5Sr1.5AlSb3, Ca1.5Sr1.5Al0.75Zn0.25Sb3, Ca3Al0.96Zn0.04Sb3",True,False
P1658,mechanism statement,"Sr widens band gap, Zn pushes EF into valence band, and Sr/Zn disorder suppresses thermal conductivity while improving p-type transport",True,False
P1659,material formulation,"solid-state ionic devices with electrolyte/electrode materials, poly-ion structures, semiconductor electrodes, single element arrangements",True,False
P1659,mechanism statement,"device performance depends on coupled ionic/electronic equilibria, stable interfaces, chemical diffusion, and designed pathways for mobile ions",True,False
P1660,material formulation,superionic Tl3H(SO4)2,True,False
P1660,mechanism statement,proton hopping accompanied by hydrogen-bond breaking dominates electrical conductivity in the superionic phase,True,False
P1661,material formulation,electroactive polymer devices for e-textiles,True,False
P1661,mechanism statement,"electroactive polymer sensors, actuators, electronics, and power sources enable wearable biomedical textile functions through active electrical/mechanical response",True,False
P1662,material formulation,"perovskites CsGeO3, CsSnO3, CsPbO3",True,False
P1662,mechanism statement,"metallic electronic spectra, Cs-O ionic bonding, X-O covalent bonding, and ferromagnetic moments determine optical/magnetic behavior",True,False
P1663,material formulation,"silver delafossite oxides AgBO2 with B = Al, Ga, Sc, In",True,False
P1663,mechanism statement,"B-site cation radius and limited Ag 4d states near the valence band maximum control band gaps, visible absorption, and conductivity",True,False
P1664,material formulation,"chalcopyrite semiconductors CuMX2 with M = Al, Ga, In and X = S, Se, Te",True,False
P1664,mechanism statement,"weaker polar optical phonon scattering in heavier chalcogens raises hole mobility/PF, while phonon scattering controls low kappaL; doping should raise conductivity and lower kappa",True,False
P1665,material formulation,charged nanopore membranes with KCl solutions under pH control,True,False
P1665,mechanism statement,"surface charge regulation, pore structure, and pH alter Nernst-Planck-Poisson ion transport under thermal gradients, tuning thermo-osmotic Seebeck coefficient",True,False
P1666,material formulation,IL-modified PEDOT:PSS anode with 1-ethyl-3-methylimidazolium tetracyanoborate and flexible green perovskite LEDs,True,False
P1666,mechanism statement,"ionic liquid reorganizes PEDOT/PSS depth profile, boosts conductivity/work function, lowers hole-injection barrier, and improves flexible PeLED performance",True,False
P1667,material formulation,Ag/AgI-Al2O3/Pt and Ag/AgI/Pt resistive switching stacks with additively manufactured AgI-Al2O3 composite electrolytes,True,False
P1667,mechanism statement,Al2O3 enhances AgI ionic conductivity and voltage-driven Ag filament growth/etching switches between high- and low-resistance states,True,False
P1668,material formulation,"Ca-doped lanthanum chromite La1-xCaxCrO3, especially La0.5Ca0.5CrO3",True,False
P1668,mechanism statement,"Ca2+ doping distorts lattice, raises Cr valence, and creates oxygen vacancies, enhancing solar absorption and thermal emittance",True,False
P1669,material formulation,Ca-Li dual-cationic trifluoromethanesulfonate ionic liquid electrolyte with functionalized AmimCl and PEN@ZrBDC-F-4% anionophilic separator,True,False
P1669,mechanism statement,"dual Ca2+/Li+ thermal charging stores charge cooperatively, AmimCl increases cation mobility, and anionophilic ZrBDC-F promotes carrier migration",True,False
P1670,material formulation,nanostructured porous Sb:SnO2 film with Cr(III) acetylacetonate in 3-methoxypropionitrile electrolyte,True,False
P1670,mechanism statement,"redox electrolyte donates electrons to Sb:SnO2, lowering resistivity more than Seebeck loss and increasing the solid-liquid thermoelectric power factor",True,False
