mention_id,label,context,context_start,context_end,method,embedding_text
iTE:P1601:n1,nature of the counter-ions,"the direction of thermodiffusion of charged -Fe2O3 nanoparticles (NPs) depends on the nature of the counter-ions present in the dispersion, resulting in either a positive or negative Soret coefficient.",0,201,source_sentence_or_semicolon_clause,"clustering: nature of the counter-ions. Context: the direction of thermodiffusion of charged -Fe2O3 nanoparticles (NPs) depends on the nature of the counter-ions present in the dispersion, resulting in either a positive or negative Soret coefficient."
iTE:P1601:n2,direction of thermodiffusion,"the direction of thermodiffusion of charged -Fe2O3 nanoparticles (NPs) depends on the nature of the counter-ions present in the dispersion, resulting in either a positive or negative Soret coefficient.",0,201,source_sentence_or_semicolon_clause,"clustering: direction of thermodiffusion. Context: the direction of thermodiffusion of charged -Fe2O3 nanoparticles (NPs) depends on the nature of the counter-ions present in the dispersion, resulting in either a positive or negative Soret coefficient."
iTE:P1601:n3,positive or negative Soret coefficient,"the direction of thermodiffusion of charged -Fe2O3 nanoparticles (NPs) depends on the nature of the counter-ions present in the dispersion, resulting in either a positive or negative Soret coefficient.",0,201,source_sentence_or_semicolon_clause,"clustering: positive or negative Soret coefficient. Context: the direction of thermodiffusion of charged -Fe2O3 nanoparticles (NPs) depends on the nature of the counter-ions present in the dispersion, resulting in either a positive or negative Soret coefficient."
iTE:P1602:n1,electronic screening,The underlying reasons may be ascribed to a large electronic screening,0,70,source_sentence_or_semicolon_clause,clustering: electronic screening. Context: The underlying reasons may be ascribed to a large electronic screening
iTE:P1603:n1,higher phonon lifetime and group velocities,the lattice thermal conductivity of BaMg(2)Si(2)almost doubles owing to the higher phonon lifetime and group velocities.,0,120,source_sentence_or_semicolon_clause,clustering: higher phonon lifetime and group velocities. Context: the lattice thermal conductivity of BaMg(2)Si(2)almost doubles owing to the higher phonon lifetime and group velocities.
iTE:P1603:n2,lattice thermal conductivity,the lattice thermal conductivity of BaMg(2)Si(2)almost doubles owing to the higher phonon lifetime and group velocities.,0,120,source_sentence_or_semicolon_clause,clustering: lattice thermal conductivity. Context: the lattice thermal conductivity of BaMg(2)Si(2)almost doubles owing to the higher phonon lifetime and group velocities.
iTE:P1604:n1,[C(4)mim](+) cation,"the [C(4)mim](+) cation is primarily responsible for initiating Bi2Te3 layer sliding and separation, While the Cl- anion is less active.",0,136,source_sentence_or_semicolon_clause,"clustering: [C(4)mim](+) cation. Context: the [C(4)mim](+) cation is primarily responsible for initiating Bi2Te3 layer sliding and separation, While the Cl- anion is less active."
iTE:P1604:n2,Bi2Te3 layer sliding and separation,"the [C(4)mim](+) cation is primarily responsible for initiating Bi2Te3 layer sliding and separation, While the Cl- anion is less active.",0,136,source_sentence_or_semicolon_clause,"clustering: Bi2Te3 layer sliding and separation. Context: the [C(4)mim](+) cation is primarily responsible for initiating Bi2Te3 layer sliding and separation, While the Cl- anion is less active."
iTE:P1605:n1,Sin/Sout= 3:1,"the average temperature of PV can be reduced by 6.5 K under the Sin/Sout= 3:1 condition, while its temperature uniformity and allowable concentration ratio improved by 7.9 % and 33.7 %, respectively.",0,199,source_sentence_or_semicolon_clause,"clustering: Sin/Sout= 3:1. Context: the average temperature of PV can be reduced by 6.5 K under the Sin/Sout= 3:1 condition, while its temperature uniformity and allowable concentration ratio improved by 7.9 % and 33.7 %, respectively."
iTE:P1605:n2,average temperature of PV,"the average temperature of PV can be reduced by 6.5 K under the Sin/Sout= 3:1 condition, while its temperature uniformity and allowable concentration ratio improved by 7.9 % and 33.7 %, respectively.",0,199,source_sentence_or_semicolon_clause,"clustering: average temperature of PV. Context: the average temperature of PV can be reduced by 6.5 K under the Sin/Sout= 3:1 condition, while its temperature uniformity and allowable concentration ratio improved by 7.9 % and 33.7 %, respectively."
iTE:P1605:n3,temperature uniformity,"the average temperature of PV can be reduced by 6.5 K under the Sin/Sout= 3:1 condition, while its temperature uniformity and allowable concentration ratio improved by 7.9 % and 33.7 %, respectively.",0,199,source_sentence_or_semicolon_clause,"clustering: temperature uniformity. Context: the average temperature of PV can be reduced by 6.5 K under the Sin/Sout= 3:1 condition, while its temperature uniformity and allowable concentration ratio improved by 7.9 % and 33.7 %, respectively."
iTE:P1606:n1,Se defects,the AgCrSe2 changes from Anderson insulator to metal when Se defects become prevailing,0,86,source_sentence_or_semicolon_clause,clustering: Se defects. Context: the AgCrSe2 changes from Anderson insulator to metal when Se defects become prevailing
iTE:P1606:n2,changes from Anderson insulator to metal,the AgCrSe2 changes from Anderson insulator to metal when Se defects become prevailing,0,86,source_sentence_or_semicolon_clause,clustering: changes from Anderson insulator to metal. Context: the AgCrSe2 changes from Anderson insulator to metal when Se defects become prevailing
iTE:P1607:n1,assembly temperature and the growth time,The average diameter of the 1 D nanoarrays can be controlled and varied from <10 to 80 nm by finely tuning the assembly temperature and the growth time.,0,152,source_sentence_or_semicolon_clause,clustering: assembly temperature and the growth time. Context: The average diameter of the 1 D nanoarrays can be controlled and varied from <10 to 80 nm by finely tuning the assembly temperature and the growth time.
iTE:P1607:n2,average diameter of the 1 D nanoarrays,The average diameter of the 1 D nanoarrays can be controlled and varied from <10 to 80 nm by finely tuning the assembly temperature and the growth time.,0,152,source_sentence_or_semicolon_clause,clustering: average diameter of the 1 D nanoarrays. Context: The average diameter of the 1 D nanoarrays can be controlled and varied from <10 to 80 nm by finely tuning the assembly temperature and the growth time.
iTE:P1608:n1,adding 5 wt% water,"In Reline-Chu, which is miscible with water but degrades above 353 K, adding 5 wt% water either increases or decreases repulsion between NPs depending on the nature of the NP/solvent interface.",0,193,source_sentence_or_semicolon_clause,"clustering: adding 5 wt% water. Context: In Reline-Chu, which is miscible with water but degrades above 353 K, adding 5 wt% water either increases or decreases repulsion between NPs depending on the nature of the NP/solvent interface."
iTE:P1608:n2,repulsion between NPs,"In Reline-Chu, which is miscible with water but degrades above 353 K, adding 5 wt% water either increases or decreases repulsion between NPs depending on the nature of the NP/solvent interface.",0,193,source_sentence_or_semicolon_clause,"clustering: repulsion between NPs. Context: In Reline-Chu, which is miscible with water but degrades above 353 K, adding 5 wt% water either increases or decreases repulsion between NPs depending on the nature of the NP/solvent interface."
