paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P1810,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"copper-7,7,8,8-tetracyanoquinodimethane anion radical salt | pressure-induced ionic-neutral transition, metal coordination change, and quinoid-ring rotation enable topological charge transport and metallization",domain_curated_rule,0.97
P1810,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"copper-7,7,8,8-tetracyanoquinodimethane anion radical salt | pressure-induced ionic-neutral transition, metal coordination change, and quinoid-ring rotation enable topological charge transport and metallization",domain_curated_rule,0.97
P1810,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"copper-7,7,8,8-tetracyanoquinodimethane anion radical salt | pressure-induced ionic-neutral transition, metal coordination change, and quinoid-ring rotation enable topological charge transport and metallization",domain_curated_rule,0.97
P1810,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,abstract,charge-transfer,controlled_rule,0.94
P1812,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,mechanism_raw,ionic conduction,controlled_rule,0.94
P1812,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"rGO-modified 3D spacer fabric in PVA/glycerol organohydrogel | anisotropic rGO/fabric/OHG network provides dual electronic/ionic conduction, anisotropic heat flow, compression sensing, and self-powered fire alarm",domain_curated_rule,0.97
P1813,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"thermally reduced graphene oxide/CNT hybrid aerogels | hierarchical mesoporosity, CNT van Hove DOS, high surface area, and rapid ion transport enhance electronic/ionic Seebeck response in thermocells",domain_curated_rule,0.97
P1816,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,LiCl-nanocellulose bilayer polyelectrolyte ion paper conductor | sandwiched salt/cellulose junction between oppositely charged polyelectrolytes sustains moisture-driven ion/charge transport and continuous power,domain_curated_rule,0.97
P1818,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,"PADOCFe ionogels from poly(acrylic acid-co-acryloyloxyethyl trimethylammonium chloride), oxidized curdlan, Fe2(SO4)3 | oxidized curdlan initiates sunlight polymerization and Fe3+/SO4 solvent exchange creates Hofmeister/coordination networks for ionic TE, cooling, and storage",domain_curated_rule,0.97
P1818,C5E47CC0A62,Hofmeister/chaotropic effect,gel_microstructure,specific-ion effect,mechanism_raw,Hofmeister,controlled_rule,0.94
P1818,CABD4C9C815,salting-out confined ion gel,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PADOCFe ionogels from poly(acrylic acid-co-acryloyloxyethyl trimethylammonium chloride), oxidized curdlan, Fe2(SO4)3 | oxidized curdlan initiates sunlight polymerization and Fe3+/SO4 solvent exchange creates Hofmeister/coordination networks for ionic TE, cooling, and storage",domain_curated_rule,0.97
P1818,CC028ABF9C6,anti-freezing organohydrogel design,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"PADOCFe ionogels from poly(acrylic acid-co-acryloyloxyethyl trimethylammonium chloride), oxidized curdlan, Fe2(SO4)3 | oxidized curdlan initiates sunlight polymerization and Fe3+/SO4 solvent exchange creates Hofmeister/coordination networks for ionic TE, cooling, and storage",domain_curated_rule,0.97
P1818,CF652A991A2,salting-out,phase_or_species_transition,phase/species transition,abstract,salting-out,controlled_rule,0.94
P1820,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,abstract,charge transfer,controlled_rule,0.94
P1822,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"sesqui-chalcogenides Bi2Te3, Bi2Se3, Bi2S3, Sb2Te3, Sb2Se3, Sb2S3, beta-As2Te3 and GaSe | unconventional/metavalent-like bonding with modest charge transfer and interlayer coupling yields high Born charges, dielectric response, conductivity, and low Debye temperature",domain_curated_rule,0.97
P1822,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"sesqui-chalcogenides Bi2Te3, Bi2Se3, Bi2S3, Sb2Te3, Sb2Se3, Sb2S3, beta-As2Te3 and GaSe | unconventional/metavalent-like bonding with modest charge transfer and interlayer coupling yields high Born charges, dielectric response, conductivity, and low Debye temperature",domain_curated_rule,0.97
P1822,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,mechanism_raw,charge transfer,controlled_rule,0.94
P1825,CC5968B917E,convection and mass transport,transport_mechanism,mass transport,abstract,convection,controlled_rule,0.94
P1825,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,abstract,thermal management,controlled_rule,0.94
P1827,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"La-doped BaSnO3, LaxBa1-xSnO3-delta | La substitution at Ba sites generates carriers and oxygen vacancies, enhances conductivity, and can reduce Sn4+ to Sn2+ until La2Sn2O7 secondary phase appears",domain_curated_rule,0.97
P1827,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"La-doped BaSnO3, LaxBa1-xSnO3-delta | La substitution at Ba sites generates carriers and oxygen vacancies, enhances conductivity, and can reduce Sn4+ to Sn2+ until La2Sn2O7 secondary phase appears",domain_curated_rule,0.97
P1844,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,Linde-type A zeolite filled with He or Ar under pressure | noble-gas insertion into zeolite cages causes pressure-medium-dependent incompressibility and diffusion-controlled high-pressure behavior,domain_curated_rule,0.97
P1845,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,abstract,heat transfer,controlled_rule,0.94
P1852,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"charged colloids and ions under temperature gradients | collective colloid interactions, enslaved ion fluxes, heat of transfer, and thermoelectric fields determine thermophoresis/Soret behavior",domain_curated_rule,0.97
P1855,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"Zn(TFSI)2-post-treated freestanding PEDOT:PSS films | ionic salt weakens PEDOT:PSS electrostatic interactions, tunes conformation/doping/microstructure, and improves conductivity, water stability, and humidity response",domain_curated_rule,0.97
P1855,C845F498233,ion-dipole interaction,solvation_entropy,intermolecular interaction,material+mechanism+abstract,"Zn(TFSI)2-post-treated freestanding PEDOT:PSS films | ionic salt weakens PEDOT:PSS electrostatic interactions, tunes conformation/doping/microstructure, and improves conductivity, water stability, and humidity response",domain_curated_rule,0.97
P1855,CBFAB31D6E6,electrostatic interaction,solvation_entropy,intermolecular interaction,abstract,electrostatic interaction,controlled_rule,0.94
P1857,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"Y-doped La3NbO7 rare-earth niobates | smaller Y3+ suppresses low-temperature phase transition, improves toughness/hardness, and preserves ultralow thermal conductivity",domain_curated_rule,0.97
P1860,CBFAB31D6E6,electrostatic interaction,solvation_entropy,intermolecular interaction,abstract,Coulomb interaction,controlled_rule,0.94
P1862,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,PbTe-PbS/TiO2 nanotube-array electrodes | SILAR PbTe plus electrochemical PbS conversion creates gradient p-n-n band structure and vector charge transfer coupling TE heat gradients with electrocatalysis,domain_curated_rule,0.97
P1862,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,mechanism_raw,charge transfer,controlled_rule,0.94
P1863,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"Ba2GdRuO6 double perovskite oxide | Gd3+/Ru4+ magnetic frustration, ionic bonding, semiconducting gap, hole carriers, and positive Seebeck enable spintronic/TE performance",domain_curated_rule,0.97
P1869,CF4A6A0344F,ion migration,transport_mechanism,ionic transport,abstract,ion migration,controlled_rule,0.94
P1872,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,MXene/alginate/PVA/P(NIPAm-co-SA) hydrogel supercapacitor transducer | NIR-driven photothermal phase transitions generate thermoelectric-like voltages and ionic/electrical stimulation that perturbs tumor ion homeostasis,domain_curated_rule,0.97
P1872,C9516FFBFC5,volume phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,MXene/alginate/PVA/P(NIPAm-co-SA) hydrogel supercapacitor transducer | NIR-driven photothermal phase transitions generate thermoelectric-like voltages and ionic/electrical stimulation that perturbs tumor ion homeostasis,domain_curated_rule,0.97
P1874,C23B9BED21A,ionic conduction,transport_mechanism,ionic transport,abstract,ionic conduction,controlled_rule,0.94
P1876,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,abstract/material/mechanism,phase transitions,cleaned_open_concept,0.78
P1877,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"PEDOT:PSS films on glass/plastic treated by ultrasonic vibration | ultrasonic vibration promotes PEDOT/PSS phase separation and PEDOT-rich grain rearrangement, increasing conductivity and hydrophobicity",domain_curated_rule,0.97
P1878,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"dual-salt LiPF6-based LTEC electrolyte with fluorosurfactant additive and graphite electrodes | fluorosurfactant changes Li+ solvation into aggregated double-anion environments, improving Li+ thermodiffusion, interface stability, and thermopower",domain_curated_rule,0.97
P1878,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,"dual-salt LiPF6-based LTEC electrolyte with fluorosurfactant additive and graphite electrodes | fluorosurfactant changes Li+ solvation into aggregated double-anion environments, improving Li+ thermodiffusion, interface stability, and thermopower",domain_curated_rule,0.97
P1879,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"WS2 flakes/nanotubes with electrolyte gating | electrolyte ions first electrostatically dope WS2 then intercalate at higher gate voltage, inducing electrochemical doping and superconductivity",domain_curated_rule,0.97
P1889,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,mechanism_raw,heat transfer,controlled_rule,0.94
P1900,CC3BA67827F,ionic-electronic coupling,transport_mechanism,coupled transport,material+mechanism+abstract,"PEDOT:PSS/DES eutectogel with choline chloride, lactic acid, and GOPS | DES-modified PEDOT:PSS forms thick soft mixed ionic-electronic coatings with improved impedance, capacitance, and neural stimulation",domain_curated_rule,0.97
P1901,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,"halide double perovskites Cs2InAgF6, Cs2InAgCl6, Cs2InAgBr6 | halide ionic size/electronegativity tunes bonding, band gap, polarization, elastic softness, and dynamic stability",domain_curated_rule,0.97
P1902,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,"Li-exchanged montmorillonite/graphene oxide asymmetric bilayer membranes | orientation-dependent 2D nanofluidic channels and temperature/concentration stimuli tune ion conductance, membrane potential, and thermoelectric output",domain_curated_rule,0.97
