mention_id,paper_id,domain,raw_phrase,proposed_semantic_role,quote,evidence_scope,decision_source,annotation_status,human_decision,human_role,human_reason
iTE:P0601:n2,P0601,iTE,thermal conduction,mechanism_process,"Liquid-like mobile ions are effective at disrupting phonon propagation, hence suppressing thermal conduction. However, high ionic mobility leads to the degradation of liquid-like thermoelectric materials under operating conditions due to ion migration and metal deposition at the cathode, hindering their practical application. Here, a new type of behavior, incipient ionic conduction, which leads to ultralow thermal conductivity, while overcoming the issues of degradation inherent in liquid-like materials, is identified. Using neutron spectroscopy and molecular dynamics (MD) simulations, it is demonstrated that in tetrahedrite, an established thermoelectric material with a remarkably low thermal conductivity, copper ions, although mobile above 200 K, are predominantly confined to cages within the crystal structure. Hence the undesirable migration of cations to the cathode can be avoided. These findings unveil a new approach for the design of materials with ultralow thermal conductivity, by exploring systems in which incipient ionic conduction may be present. In tetrahedrite, copper ions are mobile at temperatures of 200 K or above, but confined to cages within the crystal structure. The localized diffusional jumps of the copper ions within a confined octahedral environment are effective at suppressing thermal conduction.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0602:n1,P0602,iTE,solid networks formed by PVDF-HFP,state_structure,"This can significantly change the solid networks formed by PVDF-HFP and thus the microstructure of the EMIM:DCA/PVDF-HFP ionogels, thereby facilitating ionic transport.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0602:n2,P0602,iTE,microstructure,state_structure,"This can significantly change the solid networks formed by PVDF-HFP and thus the microstructure of the EMIM:DCA/PVDF-HFP ionogels, thereby facilitating ionic transport.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0602:n3,P0602,iTE,ionic transport,mechanism_process,"This can significantly change the solid networks formed by PVDF-HFP and thus the microstructure of the EMIM:DCA/PVDF-HFP ionogels, thereby facilitating ionic transport.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0603:n1,P0603,iTE,ionic capacitive effect at the Schottky junction,mechanism_process,"The accumulation of Cu(+)ions via an ionic capacitive effect at the Schottky junction under the direct current modifies the space-charge distribution in the electric double layer, which blocks the long-range migration of Cu(+)and produces a drastic reduction of Cu(+)ion migration by nearly two orders of magnitude.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0603:n2,P0603,iTE,space-charge distribution in the electric double layer,quantity,"The accumulation of Cu(+)ions via an ionic capacitive effect at the Schottky junction under the direct current modifies the space-charge distribution in the electric double layer, which blocks the long-range migration of Cu(+)and produces a drastic reduction of Cu(+)ion migration by nearly two orders of magnitude.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0603:n3,P0603,iTE,long-range migration of Cu(+),mechanism_process,"The accumulation of Cu(+)ions via an ionic capacitive effect at the Schottky junction under the direct current modifies the space-charge distribution in the electric double layer, which blocks the long-range migration of Cu(+)and produces a drastic reduction of Cu(+)ion migration by nearly two orders of magnitude.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0604:n1,P0604,iTE,Soret effect of the ionogel,mechanism_process,"Thermoelectric materials based on the Seebeck effect can harvest heat only from temperature gradient, while waste heat can induce both temperature gradient and temperature fluctuation. Here, we demonstrate the high performance in heat-to-electricity harvesting by integrating the thin film of an inorganic thermoelectric material, Bi0.4Sb1.6Te3, with an ionogel that has a high ionic thermovoltage due to the Soret effect. The hybrid inorganic-ionic thermoelectric converter composed of a Bi0.4Sb1.6Te3 layer and an ionogel layer can generate power from both the temperature gradient via the Seebeck effect of Bi(0.4)Sb(1.6)Te(3 )and the temperature fluctuation via the Soret effect of the ionogel.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0604:n2,P0604,iTE,temperature fluctuation,condition,"Thermoelectric materials based on the Seebeck effect can harvest heat only from temperature gradient, while waste heat can induce both temperature gradient and temperature fluctuation. Here, we demonstrate the high performance in heat-to-electricity harvesting by integrating the thin film of an inorganic thermoelectric material, Bi0.4Sb1.6Te3, with an ionogel that has a high ionic thermovoltage due to the Soret effect. The hybrid inorganic-ionic thermoelectric converter composed of a Bi0.4Sb1.6Te3 layer and an ionogel layer can generate power from both the temperature gradient via the Seebeck effect of Bi(0.4)Sb(1.6)Te(3 )and the temperature fluctuation via the Soret effect of the ionogel.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0604:n3,P0604,iTE,generate power,performance_function,"Thermoelectric materials based on the Seebeck effect can harvest heat only from temperature gradient, while waste heat can induce both temperature gradient and temperature fluctuation. Here, we demonstrate the high performance in heat-to-electricity harvesting by integrating the thin film of an inorganic thermoelectric material, Bi0.4Sb1.6Te3, with an ionogel that has a high ionic thermovoltage due to the Soret effect. The hybrid inorganic-ionic thermoelectric converter composed of a Bi0.4Sb1.6Te3 layer and an ionogel layer can generate power from both the temperature gradient via the Seebeck effect of Bi(0.4)Sb(1.6)Te(3 )and the temperature fluctuation via the Soret effect of the ionogel.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0605:n1,P0605,iTE,EMIM:DCA,material_entity,"The introduction of 1-ethyl-3-methylimidazolium dicyanamide (EMIM:DCA) into PVA solution before the formation of PVA/IL ionogels reduces the mobility of polymer chains, resulting in signifi-cantly reduced crystal size. Thus, the microstructure of PVA/IL ionogels promotes the ion transport ability.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0605:n2,P0605,iTE,mobility of polymer chains,quantity,"The introduction of 1-ethyl-3-methylimidazolium dicyanamide (EMIM:DCA) into PVA solution before the formation of PVA/IL ionogels reduces the mobility of polymer chains, resulting in signifi-cantly reduced crystal size. Thus, the microstructure of PVA/IL ionogels promotes the ion transport ability.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0605:n3,P0605,iTE,crystal size,quantity,"The introduction of 1-ethyl-3-methylimidazolium dicyanamide (EMIM:DCA) into PVA solution before the formation of PVA/IL ionogels reduces the mobility of polymer chains, resulting in signifi-cantly reduced crystal size. Thus, the microstructure of PVA/IL ionogels promotes the ion transport ability.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0605:n4,P0605,iTE,ion transport ability,quantity,"The introduction of 1-ethyl-3-methylimidazolium dicyanamide (EMIM:DCA) into PVA solution before the formation of PVA/IL ionogels reduces the mobility of polymer chains, resulting in signifi-cantly reduced crystal size. Thus, the microstructure of PVA/IL ionogels promotes the ion transport ability.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0606:n1,P0606,iTE,tellurides,material_entity,"Traditional thermoelectric materials were based on the binary tellurides Bi2Te3 and PbTe, which have been utilized for decades. The focus on tellurium as the heaviest non-radioactive chalcogen stems from the observation that heavier elements are advantageous for a reduced thermal conductivity, which is essential for the thermoelectric energy conversion. Moreover, tellurides are less ionic than sulfides or selenides, which leads to an enhanced carrier mobility that is advantageous for the desired high electrical conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
iTE:P0606:n2,P0606,iTE,less ionic than sulfides or selenides,quantity,"Traditional thermoelectric materials were based on the binary tellurides Bi2Te3 and PbTe, which have been utilized for decades. The focus on tellurium as the heaviest non-radioactive chalcogen stems from the observation that heavier elements are advantageous for a reduced thermal conductivity, which is essential for the thermoelectric energy conversion. Moreover, tellurides are less ionic than sulfides or selenides, which leads to an enhanced carrier mobility that is advantageous for the desired high electrical conductivity.",node_containing_sentences_from_original_quote,decisions_04b.json,model_proposed_pending_human,,,
